Collection Title,"Charles S. Peirce papers, 1787-1951"
Collection Dates,1787-1951 (inclusive)
Collection Creator,"Peirce, Charles S. (Charles Sanders), 1839-1914"
Call Number,MS Am 1632
EAD ID,hou02614
Database Number,Component Title,Component Date,Start Year,End Year,Component Identifier,Container Info,Component Type,Component Creator,Digital Content Link,Access Note,Physical Description,Level 1,Level 2,Level 3,Level 4,Level 5
hou02614c01066,"[Color Study]   : Colored ribbons, undated",1787-1951,1787,1951,"MS Am 1632, (1023)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,F. Physics,"","",""
hou02614c01067,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Fragments related to Color Experiments]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1024)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,F. Physics,"","",""
hou02614c01068,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Notes on Rates of Change of Radio-active Elements]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1025)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,F. Physics,"","",""
hou02614c01069,"Peirce, Charles S. (Charles Sanders), 1839-1914.  The Principles of Mechanics   : autograph manuscript, circa 1878",1787-1951,1787,1951,"MS Am 1632, (1026)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,F. Physics,"","",""
hou02614c01070,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Constants A. Pure Physical Constants   : autograph manuscript, circa 1880",1787-1951,1787,1951,"MS Am 1632, (1027)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,F. Physics,"","",""
hou02614c01071,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Methods of Investigating the Constant of Space   : autograph manuscript, March 24, 1891",1787-1951,1787,1951,"MS Am 1632, (1028)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,F. Physics,"","",""
hou02614c01072,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Fragments on Michelson-Morley Experiment on the Drift of Earth through the Ether]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1029)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,F. Physics,"","",""
hou02614c01055,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Report of the First Experimental Run of the Air-Ship of Count von Zeppelin (Z)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1012)",Box 59,Unspecified,"","","",1 folder,I. Manuscripts,F. Physics,"","",""
hou02614c01056,"Peirce, Charles S. (Charles Sanders), 1839-1914.  The Prospects of Air-Sailing   : autograph manuscript, circa 1895",1787-1951,1787,1951,"MS Am 1632, (1013)",Box 59,Unspecified,"","","",1 folder,I. Manuscripts,F. Physics,"","",""
hou02614c01057,"Peirce, Charles S. (Charles Sanders), 1839-1914.  The Prospects of Sailing the Air   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1014)",Box 59,Unspecified,"","","",1 folder,I. Manuscripts,F. Physics,"","",""
hou02614c01058,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Mathematics of Aerodynamics]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1015)",Box 59,Unspecified,"","","",10 pages,I. Manuscripts,F. Physics,"","",""
hou02614c01059,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Color Studies. Vol. 2. Qualitative Phenomena, Methods and Theories   : autograph manuscript small red notebook (Color Miscellaneous written on the cover), undated",1787-1951,1787,1951,"MS Am 1632, (1016)",Box 59,Unspecified,"","","",1 folder,I. Manuscripts,F. Physics,"","",""
hou02614c01060,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Hue Studies]   : autograph manuscript small red notebook (Hue written on the cover), April 4, 1889",1787-1951,1787,1951,"MS Am 1632, (1017)",Box 59,Unspecified,"","","",1 folder,I. Manuscripts,F. Physics,"","",""
hou02614c01061,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Color Experiments]   : autograph manuscript small brown notebook, the notebook bought in Kln, March 6, 1876, with numerous dates throughout, the last of which (p. 71) is February 15, 1877-",1787-1951,1787,1951,"MS Am 1632, (1018)",Box 59,Unspecified,"","","",1 folder,I. Manuscripts,F. Physics,"","",""
hou02614c01062,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Color Experiment]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1019)",Box 59,Unspecified,"","","",1 folder,I. Manuscripts,F. Physics,"","",""
hou02614c01073,G. Chemistry,1787-1951,1787,1951,MS Am 1632,"",Subseries,"","","","",I. Manuscripts,"","","",""
hou02614c01074,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Acetylene Gas (Acetylene)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1030)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,G. Chemistry,"","",""
hou02614c01075,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Acetylene   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1031)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,G. Chemistry,"","",""
hou02614c01084,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Notes on table of atomic weights (Notes on At. Wts. )   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1040)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,G. Chemistry,"","",""
hou02614c01085,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Valency (Ve)   : autograph manuscript, circa 1905",1787-1951,1787,1951,"MS Am 1632, (1041)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,G. Chemistry,"","",""
hou02614c01086,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Valency (V) (V..)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1042)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,G. Chemistry,"","",""
hou02614c01087,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Note.. to be printed in small type at the end of the article   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1043)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,G. Chemistry,"","",""
hou02614c01088,"Peirce, Charles S. (Charles Sanders), 1839-1914.  A Proposal of a change in the Atomic Weights with a remark on the Periodicity of the Properties of the Elements   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1044)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,G. Chemistry,"","",""
hou02614c01089,"Peirce, Charles S. (Charles Sanders), 1839-1914.  The Seventy Decanes   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1045)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,G. Chemistry,"","",""
hou02614c01090,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Chemical Curves   : autograph manuscript notebook, undated",1787-1951,1787,1951,"MS Am 1632, (1046)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,G. Chemistry,"","",""
hou02614c01091,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Views of Chemistry: sketched for Young Ladies   : autograph manuscript seven small notebooks, circa 1861",1787-1951,1787,1951,"MS Am 1632, (1047)",Box 61,Unspecified,"","","",1 folder,I. Manuscripts,G. Chemistry,"","",""
hou02614c01092,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Fragments]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1048)",Box 61,Unspecified,"","","",1 folder,I. Manuscripts,G. Chemistry,"","",""
hou02614c01076,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Acetylene Gas (Acetylene)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1032)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,G. Chemistry,"","",""
hou02614c01077,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Digest of the Chemistry of Acetylene (Acetylene)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1033)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,G. Chemistry,"","",""
hou02614c01078,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Notes on Acetylene]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1034)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,G. Chemistry,"","",""
hou02614c01079,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Pending Claim]  : typescript, April 27, 1896",1787-1951,1787,1951,"MS Am 1632, (1035)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,G. Chemistry,"","",""
hou02614c01080,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Argon, Helium, and Helium's Partner   : autograph manuscript, circa 1890?",1787-1951,1787,1951,"MS Am 1632, (1036)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,G. Chemistry,"","",""
hou02614c01081,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Argon, Helium, and the Partner of Helium. Continued   : autograph manuscript, circa 1890?",1787-1951,1787,1951,"MS Am 1632, (1037)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,G. Chemistry,"","",""
hou02614c01082,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Chemistry   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1038)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,G. Chemistry,"","",""
hou02614c01083,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Chemistry The Elements   : autograph manuscript, undated (but a reference to Clarke 1897 on p. 1)",1787-1951,1787,1951,"MS Am 1632, (1039)",Box 60,Unspecified,"","","",1 folder,I. Manuscripts,G. Chemistry,"","",""
hou02614c01093,H. Astronomy,1787-1951,1787,1951,MS Am 1632,"",Subseries,"","","","",I. Manuscripts,"","","",""
hou02614c01094,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Homogeneous Light   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1049)",Box 61,Unspecified,"","","",1 folder,I. Manuscripts,H. Astronomy,"","",""
hou02614c01095,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [On Astronomical Magnitude]   : autograph manuscript, circa 1878",1787-1951,1787,1951,"MS Am 1632, (1050)",Box 61,Unspecified,"","","",1 folder,I. Manuscripts,H. Astronomy,"","",""
hou02614c01104,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Fragments]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1059)",Multiple Containers,Unspecified,"","","",1 folder,I. Manuscripts,H. Astronomy,"","",""
hou02614c01096,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Notes on the Zodiac of Denderah]   : autograph manuscript from a notebook, undated",1787-1951,1787,1951,"MS Am 1632, (1051)",Box 61,Unspecified,"","","",1 folder,I. Manuscripts,H. Astronomy,"","",""
hou02614c01097,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Zodiac (later list of Epping and Strassmaier)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1052)",Box 61,Unspecified,"","","",1 folder,I. Manuscripts,H. Astronomy,"","",""
hou02614c01098,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Outline of the Idea of an Almanac   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1053)",Box 61,Unspecified,"","","",1 folder,I. Manuscripts,H. Astronomy,"","",""
hou02614c01099,"Peirce, Charles S. (Charles Sanders), 1839-1914.  (Gothic Period)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1054)",Box 61,Unspecified,"","","",1 folder,I. Manuscripts,H. Astronomy,"","",""
hou02614c01100,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Record of C. S. Peirce's Photometric Observations   : autograph manuscript notebook, May 4-June 10, 1872",1787-1951,1787,1951,"MS Am 1632, (1055)",Box 61,Unspecified,"","","",1 folder,I. Manuscripts,H. Astronomy,"","",""
hou02614c01101,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Phyllotactic Numbers   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1056)",Box 61,Unspecified,"","","",1 folder,I. Manuscripts,H. Astronomy,"","",""
hou02614c01102,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Tables to find the place of Juppiter at any given date   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1057)",Box 61,Unspecified,"","","",1 folder,I. Manuscripts,H. Astronomy,"","",""
hou02614c01103,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Tracings showing our Groups of Stars 40(inf)-50(inf)N as they appear in Argelander   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1058)",Box 61,Unspecified,"","","",1 folder,I. Manuscripts,H. Astronomy,"","",""
hou02614c01105,I. Geodesy and metrology,1787-1951,1787,1951,MS Am 1632,"",Subseries,"","","","",I. Manuscripts,"","","",""
hou02614c01106,"De l'influence de le flexibilite du trepied sur l'oscillation du pendule a reversion   : Report, 1877",1787-1951,1787,1951,"MS Am 1632, (1060)",Box 62,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01107,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Sur la Flexion des pieds des pendules   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1061)",Box 62,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01116,"[Coastal Survey Maps, Inventory of Instruments and Charts]   : Booklet, undated",1787-1951,1787,1951,"MS Am 1632, (1070)",Box 63,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01117,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Mathematical Notes on the Shape of the Earth]   : autograph manuscript, January 7-March 1914",1787-1951,1787,1951,"MS Am 1632, (1071)",Box 63,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01118,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Comparison of the Metre with a Wave-Length of Light   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1072)",Box 63,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01119,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Determination of the relative length of a wave of light and a metre bar   : autograph manuscript, circa 1879",1787-1951,1787,1951,"MS Am 1632, (1073)",Box 63,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01120,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Notes for Determination of the relative length of a wave of light and a metre bar]   : autograph manuscript, circa 1879",1787-1951,1787,1951,"MS Am 1632, (1074)",Box 63,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01121,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Preliminary Account of the Comparison of a Wave Length with the Metre by L. M. Rutherford and C. S. Peirce   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1075)",Box 63,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01122,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Pendulum Observations  : typescript, circa 1883",1787-1951,1787,1951,"MS Am 1632, (1076)",Box 63,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01123,"[Weights and Measures of Various Countries]   : typescript (with notes in Charles S. Peirce's hand), undated",1787-1951,1787,1951,"MS Am 1632, (1077)",Box 63,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01124,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Notes on Weights and Measures of Various Countries]   : autograph manuscript notebook, undated",1787-1951,1787,1951,"MS Am 1632, (1078)",Box 63,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01125,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Notes on Weights and Measures]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1079)",Box 63,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01108,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Plan of a New Reversible Pendulum   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1062)",Box 62,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01126,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Calculation of earth's mean radius vector   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1080)",Box 63,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01127,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Pendulum Experiments at Stevens Institute, Hoboken, N. J   : autograph manuscript notebook, August 1882",1787-1951,1787,1951,"MS Am 1632, (1081)",Box 63,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01128,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Pendulum Experiments at the Observatory of McGill College, Montreal   : autograph manuscript notebook, September 1882",1787-1951,1787,1951,"MS Am 1632, (1082)",Box 63,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01129,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Simple Pendulum hung by an elastic string   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1083)",Box 63,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01130,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Record of Pendulum Experiments]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1084)",Box 63,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01131,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Metrological Notes]   : autograph manuscript notebook, undated",1787-1951,1787,1951,"MS Am 1632, (1085)",Box 63,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01132,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Note de M. Chacornac and Note de M. Charcornac sur la comete de Donate   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1086)",Box 63,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01133,"On the Absolute Value of Gravity   : Amanuensis (Zina Fay Peirce), undated",1787-1951,1787,1951,"MS Am 1632, (1087)",Box 64,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01134,"Peirce, Charles S. (Charles Sanders), 1839-1914.  On Gravity as an Index of the Movements of the Earth's Crust   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1088)",Box 64,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01135,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [On Metrology]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1089)",Box 64,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
hou02614c01109,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Notes for Pendulum Research]   : autograph manuscript two notebooks, undated",1787-1951,1787,1951,"MS Am 1632, (1063)",Box 62,Unspecified,"","","",1 folder,I. Manuscripts,I. Geodesy and metrology,"","",""
